headline,label
"વોડાફોન, આઈડિયા અને એરટેલ બંધ કરી શકે છે કનેક્શન, જાણો કારણ",tech
"લેક્મે ફેશન વિકમાં હસીનાઓનો જલવો, જુઓ કરિનાનો સુપર સેક્સી અંદાજ",entertainment
"તાલાલા યાર્ડમાં પ્રથમ દિવસે 20હજાર બોક્ષ કેસર કેરીનું આગમન,10કિલોના 200થી 600ના ભાવ બોલાયા",business
દુનિયાનાં સૌથી ધનિક શહેરોમાં શામેલ થઇ ભારતની 'માયા નગરી',business
"વિકસીત દેશોમાં ભારત ટોપ ઉપર, ચીન પણ પાછળ",business
ફિલ્મોમાં કામ કર્યા વગર પણ વર્ષે અબજો રૂપિયા કમાય છે સુનિલ શેટ્ટી,entertainment
4 રિયર કેમેરાવાળો દુનિયાનો પહેલો સ્માર્ટ ફોન આગામી સપ્તાહે થશે લોન્ચ,tech
કરીના-રણબીરની દાદી કૃષ્ણા રાજ કપૂરનું નિધન,entertainment
"રજનીકાંતની પુત્રી સૌંદર્યા એન્જોય કરી રહી છે હનીમૂન, શેર કરી તસવીરો",entertainment
"વાયરલ થઈ રહી છે અનન્યા પાંડેની તસવીરો, શું સારાને પડકાર આપશે?",entertainment
કમાલનું ડિવાઇસ: ટાંકીમાં ભરવામાં આવ્યું કેટલુ પેટ્રોલ? જણાવી દેશે તમારો મોબાઇલ,tech
'રોણા શહેરમાં રે' સિંગર ગીતા રબારીને મળ્યું 'વર્લ્ડ રેકોર્ડ ઇન્ડિયા' બુકમાં સ્થાન,entertainment
"ઇશા ગુપ્તાએ સોશિયલ મીડિયા પર ફેન્સને આપ્યો હોટનેસનો ડોઝ, જુઓ તસવીર",entertainment
"2019માં ઓડી લોન્ચ કરશે ઇલેકટ્રીક SUV,  જુઓ કેવી છે Audi E-Tron",tech
ટીવીની 'સંસ્કારી બહુ'નો સુપર બોલ્ડ અંદાજ જોઇ તમારી આંખો પણ પહોળી થઇ જશે,entertainment
"ભારતીય સેનામાં રહી ચુક્યા છે આ 10 એક્ટ્રેસિસનાં પિતા, એકની આતંકવાદીઓએ કરી હતી હત્યા",entertainment
"મુકેશ ભટ્ટની પુત્રી સાક્ષીના રિસેપ્શનમાં આવ્યા બોલિવૂડ સ્ટાર્સ, તસવીરો",entertainment
"વિશ્વના આ 9 દેશમાં થાય છે સૌથી વધુ કેરી, ભારત છે ટોપ પર",business
શુ હવે 2019માં ફરહાન કરશે GF શિવાની દાંડેકર સાથે લગ્ન ?,entertainment
Hot Photos: સની લિયોનનું નવું ફોટોશૂટ ઇન્ટરનેટ પર આગની જેમ વાઇરલ,entertainment
"Oppo K1નો સેલ શરૂ, આવી રીતે મેળવો બમ્પર ડિસ્કાઉન્ટ",tech
"દીશા પટનીએ ફરી શેર કરી બિકિની તસવીર, સોશિયલ મીડિયા પર વાયરલ",entertainment
"OnePlus 7નો ફર્સ્ટ લૂક આવ્યો સામે, જુઓ Video",tech
ફોનની Battery સાથે જોડાયેલી એવી 6 વાતો જે ખરેખરમાં છે તે તદ્દન જુઠ્ઠી,tech
"મોદી સરકારે રદ કર્યું 13 પોઇન્ટ રોસ્ટર, મળશે પહેલા જેવું અનામત",business
આ વર્ષથી હિન્દીમાં બોલવા લાગશે ગૂગલ આસિસ્ટન્ટ,tech
"હવે માત્ર આ કોડથી ખોલી શકશો બેન્ક એકાઉન્ટ, મોદી સરકાર બનાવી રહી છે પ્લાન",business
"PM મોદીની બાયોપિક કરશે વિવેક ઓબેરોય, 7 જાન્યુઆરીએ રિલીઝ થશે FIRST LOOK",entertainment
"જાણો, દુનિયાના એ દેશો વિશે જ્યાં કોઈ ગરીબ નથી",business
ઓફર : 6 ઓક્ટોબરે સ્ટારબક્સમાં દરેક ડ્રિંક્સ ફક્ત 100 રૂપિયામાં,business
LIC જીવન સરલ પોલીસીઃ 10 વર્ષ સુધી બન્યા રહેવા પર મળશે આ ફાયદો,business
"જયમાલા સમયે ભાવૂક થઇ પ્રિયંકા ચોપરા, આંખોમાં આવ્યા આંસુ",entertainment
RBIએ વ્યાજદરમાં ન કર્યા કોઇ ફેરફાર,business
WhatsApp પર મિત્રોને  Link મોકલો છો તો જાણી લો આ મોટા ફેરફાર વિશે,tech
આધારકાર્ડને સુરક્ષિત બનાવવા માટે સરકાર લાવી આ ખાસ કોડ,tech
આ સ્માર્ટફોન પર મળી રહ્યું છે 6000 રૂપિયા સુધીનું ડિસ્કાઉન્ટ,tech
માઇક્રોમેક્સનો 4 GB રેમ અને 13 MP કેમેરાવાળો સ્માર્ટફોન યૂનિકોર્ન બજારમાં લોન્ચ,business
"Freeમાં મળી રહ્યો છે વીવોનો આ સ્માર્ટફોન, 15 નવેમ્બર સુધી છે ઓફર",tech
"2000 બાદ હવે આવશે 200 રૂપિયાની નોટ, ડુપ્લીકેટ બનાવવી મુશ્કેલ",business
"જ્યારે આ છોકરીને લતાએ કહ્યું હતું, 'તું તો અસલ મારા જેવું જ ગાય છે'",entertainment
"અમૃતા રાવને જોઇ પત્નીને ભૂલ્યો કપિલ શર્મા, લગ્ન અંગે કહ્યું કંઇક આવું",entertainment
બજેટ ફોન Realme2 થકી 44 કલાક સુધી કરી શકો છો વાત,tech
આ સરકારી સ્કીમથી શરૂ કરો બિઝનેસ અને કરો લાખોની કમાણી,business
હિઝબુલના આતંકીઓએ આ અભિનેત્રીના પિતાની કરી હતી હત્યા,entertainment
"પ્રિયંકા ચોપરા અને નિક જોધપુરમાં કરશે Grand Indian Wedding, જાણો તારીખ",entertainment
Photos: સનલાઇટ ફોટોગ્રાફીનો આનંદ માણતી નજરે પડી સોનમ,entertainment
B'Day: જ્યારે કરણ જોહરે પહેલી વખત તેની સેક્સુઆલિટી પર કર્યો હતો ખુલાસો,entertainment
"આ ડાયરેક્ટરની ફિલ્મથી હલી ગયું હતું અંડરવર્લ્ડ, મળી હતી ધમકીઓ",entertainment
"હવે Mi 2 ફોન ખરીદવો વધુ સરળ, મળી રહ્યું છે આટલું કેશબેક",tech
"બેંગલુરૂ જવા રવાના થયા રણવીર-દીપિકા, હાથમાં હાથ નાંખીને આપ્યો પોઝ",entertainment
પ્રિયંકા ચોપડા નીરવ મોદીની બ્રાન્ડ એમ્બેસેડર પદેથી હટી,entertainment
ફેસબુકનો ઉપયોગ કરવા માટે આપવા પડી શકે છે હવે પૈસા !,tech
"PHOTOS: મનિષ મલ્હોત્રાએ આપી પાર્ટી, જુઓ બોલિવૂડ હસીનાઓની એક ઝલક",entertainment
"સતત બીજા દિવસે સસ્તું થયુ સોનું, જાણો 10 ગ્રામ ગોલ્ડના ભાવ",business
"Instagramમાં આવી રહ્યું છે કમાલનું ફિચર, ડેસ્કટૉપથી જ કરી શકાશે આ કામ",tech
"Zero trailer: શાહરૂખે કહ્યું, આ મારા કરિઅરનો સૌથી મુશ્કેલ રોલ",entertainment
"અમેરિકામાં 'સેલ'થી ભારતને થઈ રહ્યો છે ફાયદો, જાણો કેવી રીતે?",tech
"અનિલ કપૂરે સેલિબ્રિટીઝને આપી ચેલેન્જ, પત્ની સાથે શેર કરી તસવીર",entertainment
જ્યારે અટલ બિહારી વાજપેયી માટે દિલીપ કુમારે પાક. PMને ઝાટકી કાઢ્યા હતા,entertainment
"47 કરોડનું છે USમાં પ્રિયંકા-નિકનું 5 રૂમનું ઘર, જુઓ અંદરની તસવીરો",entertainment
"43 દિવસની લડત બાદ જ્વેલર્સનું આંદોલન પૂર્ણ, સોની બજાર આજથી ધમધમશે",business
"દિવાના બનાવવા આવી રહી છે આ આક્રમક બાઇક, લૂક્સ છે દમદાર",tech
એક્ટર પ્રકાશ રાજ બેંગ્લુરુની આ બેઠક પરથી લડશે લોકસભા ચૂંટણી,entertainment
"SBIની આ યોજના દ્વારા ખરીદો ખેતીલાયક જમીન, મળશે આ ફાયદા",business
"આ મહિને લોન્ચ થશે આ 4 શાનદાર ફોન, જેમા છે ખાસ સુવિધા",tech
"Hotness Alert : મલાઇકા મિત્રોને ઘરે આપી ખાસ પાર્ટી, વાઇરલ થયા ફોટો",entertainment
અહીં જવા માટે રેલવે યાત્રીઓને નહીં આપવો પડે વધારાનો ચાર્જ,business
કપૂર પરિવારે આર.કે.સ્ટુડિયો વેચવા કાઢ્યાના ન્યૂઝ પર કરીનાએ શું કહ્યું?,entertainment
"બિગ બોસ-12: ફિનાલેમાં સલમાનથી થઇ મોટી ભૂલ, તમને ખબર પડી?",entertainment
Pink ડ્રેસમાં સારાનો જોવા મળ્યો હોટ અંદાજ,entertainment
"ટીવીની સૌથી હોટ એક્ટ્રેસ નિયા શર્માએ કર્યો ખુલાસો,""હું સિંગલ નથી""",entertainment
લોન ફ્રોડ કેસમાં ચંદા કોચર અને વીડિયોકોન પ્રમુખ વેણુગોપાલના ઘરે EDની તપાસ,business
Good News! 'યે હૈ મોહબત્તે'નો એક્ટર કરણ બની રહ્યો છે પિતા,entertainment
"LIVE : બજેટ સત્રના પ્રારંભે રાષ્ટ્રપતિનું સંબોધન, PMએ વિપક્ષને કરી સહકારની અપીલ",business
"માત્ર 4 દિવસ માટે સેલ, 8 હજાર રૂપિયા સુધી સસ્તામાં ખરીદો શાનદાર સ્માર્ટફોન્સ",tech
"ટૂંક સમયમાં આવશે 'બાહુબલી'ની પ્રિક્વલ, શિવગામીની હશે સંપૂર્ણ કહાની !",entertainment
વૈશ્વિક સોનામાં હાલ તેજીના સંકેત નથી,business
સ્પાઇડરમેન વીડિયો ગેમના ‘અવતાર’ને જોઇને તમે ફિલ્મી ‘સ્પાઈડી’ને ભૂલી જશો,tech
Hot Pics: બોલિવૂડની યમી મમ્મી લીસા હેડનની બીચ પર મસ્તી,entertainment
રાજધાની અને સંપર્ક ક્રાંતિ એક્સપ્રેસના નવા ડબ્બાની ચોરી!,business
HOT PHOTOSHOOT:  હાથમાં દિવો પણ બ્લાઉઝ પહેરવાનું ભૂલી ગઇ દિશા?,entertainment
'સ્ટાર ટ્રાવેલર' મેગેઝિન માટે ઐશ્વર્યાનું બોલ્ડ ફોટોશૂટ,entertainment
"ડોક્ટરનો આરોપ, પિતાએ આપેલા કેમિકલ્સથી નપુંસક થઈ ગયો હતો માઈકલ જેક્સન",entertainment
"રણબીર કપૂરની 'સંજૂ'નો નવું પોસ્ટર આવ્યું સામે, વિકી કૌશલ બન્યો બેસ્ટ ફ્રેન્ડ",entertainment
"કાર્તિક આર્યનનો નવો લુક ચોંકાવશે, લોકો ગણાવી રહ્યાં છે શાહરુખની નકલ",entertainment
"Facebook પર ટાઇપ કર્યા વગર મોકલો મેસેજ, અન્ય કામ પણ થશે સરળ",tech
"વોટરડ્રોપ નોચ ડિસ્પ્લે અને ત્રણ કેમેરાવાળો Realme 3 આજે થશે લોન્ચ, આ હોઇ શકે ભાવ",tech
"વડોદરા,રાજકોટ રેલવે સ્ટેશનો હવે અત્યાધુનિક સુવિધાથી સજ્જ થશે",business
આ એપથી તમે 90 જ સેકન્ડમાં મેળવી શકળો રૂ. 60 હજાર સુધીની Loan,tech
"30 વર્ષ સુધી સોનાની કિમતમાં રહેશે તેજી, ભારત-ચીન બનશે સૌથી મોટી અર્થવ્યવસ્થા: WGC",business
"ટીવી એક્ટર રૂપાલી ગાંગુલી પર હુમલો, પોલીસે હુમલો કરનારની કરી ધરપકડ",entertainment
પી.એફમાંથી પૈસા ઉપાડવા છે તો પાનકાર્ડ લાવવુ જ પડશે,business
ચાંદી બે દિવસમાં રૂ. 1000 જયારે સોનું રૂ. 350 વધ્યું,business
ટીવીની આ હોટ એકટ્રેસના બિકીની અવતારે ઇન્ટરનેટ પર લગાવી આગ,entertainment
Exclusive: મોદી સરકાર હજુ સુધી પૂરા નથી કરી શકી પોતાના 250 વાયદા,business
દુનિયાનો સૌથી 'કમનસીબ માણસ' ! રૂ. 52 હજારમાં વેચી દીધી 6.5 લાખ કરોડની વસ્તુ!,business
ઇશા અંબાણીની સંગીત સેરેમનીમાં જ્યારે પ્રિયંકા-શાહરૂખ આવ્યા વર્ષો બાદ આમને-સામને...,entertainment
Video: 61 વર્ષના 'ઝક્કાસ' પાપા અનિલે દીકરીના રિસેપ્શનમાં કરી જોરદાર મસ્તી,entertainment
2018માં Google પર આ વસ્તુ સૌથી વધારે થઈ Search,tech
બાહુબલીને ટક્કર આપવા સની લિયોનીએ લીધો આ અવતાર..,entertainment
"PHOTOS: પ્રિયંકા ચોપરાનાં લગ્નનાં સમાચાર વચ્ચે, BF નિક પરિવાર સાથે પહોચ્યો મુંબઇ",entertainment
પ્રિયંકા ચોપડા-નિક જોનસ આ તારીખે કરી શકે છે લગ્ન,entertainment
રણબીર કપૂરની માતાને જોઇને રફુચક્કર થઇ ગઇ કેટરિના,entertainment
"ઉધારમાં મળશે પેટ્રોલ-ડીઝલ, આ કંપની આપી રહી છે ઓફર",business
"'મેટ ગાલા 2018': દીપિકા પાદુકોણે બતાવ્યો રેડ હોટ અવતાર, જુઓ Pics",entertainment
IDBI બેંકના શેરધારકો માટે LIC ઓપન ઓફર લાવશે,business
'તારક મેહતા કા ઉલ્ટા ચશ્મા' ફેઇમ ડો. હાથીનું હાર્ટ એટેકથી નિધન,entertainment
"Flipkartનું નવું પ્લેટફોર્મ લોન્ચ, હવે અડધાથી પણ ઓછી કિંમતમાં મળશે મોબાઈલ-લેપટોપ",tech
કાર્તિક આર્યન અને કૃતિ સેનની ફિલ્મ LUKA CHUPPIનું પહેલુ પોસ્ટર રિલીઝ,entertainment
US ડોલર સામે રૂપિયામાં કડાકોઃ 73.34ની ઐતિહાસિક નીચી સપાટીએ પહોંચ્યો,business
PNB કૌભાંડ: બ્રિટને નિરવ મોદી સાથે સંકળાયેલી માહિતી CBIને આપી,business
ધ્યાનથી જૂઓ સોનમનાં મંગલસૂત્રને અને જાણો શું છે તેની ખાસિયત,entertainment
89 વર્ષિય બોલિવૂડની શમ્મી આંટીનું લાંબી બીમારી બાદ નિધન,entertainment
તમારા ચૂંટણીકાર્ડમાં છે કોઈ ભૂલ? તો મોબાઈલથી આ રીતે સુધારી શકાય,tech
"બ્રુના શેર કરી બોલ્ડ તસવીરો, જોઇને ઉડી જશે તમારા હોશ",entertainment
"રિલાયન્સ જિયોફોન-2ની જાહેરાત, રૂ. 500 આપીનો જૂનો ફોન બદલી શકાશે",tech
"WhatsApp પર માત્ર ચેટીંગ કરો, ન મોકલો ફોટો-વીડિયો, વેંચાઈ રહ્યો છે તમારો ડેટા",tech
વાયરલ થઇ રહ્યા છે શમા સિકંદરના લેટેસ્ટ ઇન્સ્ટાગ્રામ ફોટોઝ,entertainment
"YearEnder2018: નેહાનું થયું બ્રેકઅપ તો અર્જૂનનાં તુટ્યા લગ્ન, 2018માં અલગ થઇ 8 જોડી",entertainment
"કઠુઆ પર કરિનાએ લખ્યું, હું શર્મિંદા છું, ટ્રોલર્સે કહ્યું-પોતાનાં પર કર શરમ",entertainment
"આસુસ જેનફોન મેક્સ માર્કેટમાં આવ્યો, પાવર બેન્કની જેમ કરાશે ઉપયોગ",business
રાજકોટઃઅમદાવાદને જોડતા બેટી ટોલનાકાને 14મી ફેબ્રુઆરી મધરાતથી લાગશે તાળાં,business
Video: શ્રીદેવીના પુન:જીવનની વાતની જાણો શું છે હકીકત,entertainment
"આમિર બનવા માંગતો હતો 'ઓમકારા'નો લંગડા ત્યાગી, આ કારણે ન મળ્યો રોલ",entertainment
GOOD NEWS: હવે ATMમાંથી પૈસા કાઢવા પર નહિં લાગે GST,business
"Bigg Boss 12 ગોવામાં લોન્ચ, સલમાને આ જોડી સામેલ થવાની કરી જાહેરાત",entertainment
પેટ્રોલ-ડીઝલઃ સરકારે જેટલા ભાવ ઘટાડ્યાં એટલા તો માત્ર નવ દિવસમાં વધી ગયા!,business
શું પ્રેગ્નન્ટ છે કરિના કપૂર? જાણો Viral Picturesની હકીકત,entertainment
"રેમ્પ વોક પર જોવા મળ્યા બોલિવૂડ સિતારાઓ, અભિનેત્રિઓએ પણ બતાવ્યો પોતાનો જલવો",entertainment
"બેંકમાં ખાતુ ખોલવા માટે Aadhaarની કોપી નથી માન્ય, જાણી લો નિયમો",business
સોનમના રિસેપ્શનમાં જોવા મળ્યો બોલિવૂડ સેલેબ્સનો જલવો...,entertainment
"'નાગિન 3' માં આ લોકપ્રિય એકટરની થશે એન્ટ્રી, શોમાં આવ્યું નવુ ટિવસ્ટ",entertainment
"કેરળનાં પૂરથી પરેશાન થયો જ્હોન અબ્રાહમ, ફેન્સને મદદ માટે કરી અપીલ",entertainment
"WhatsApp લાવ્યું કમાલનું ફિચર, બદલાઈ જશે ચેટિંગનો અનુભવ",tech
સુપરસ્ટાર શ્રીદેવીના અંતિમ દર્શન કરવા ફેન્સનું ઉમટ્યું ઘોડાપૂર,entertainment
રાજ્યમાં ખેડૂતોને હવે 8ને બદલે 10 કલાક વીજ પુરવઠો અપાશે,business
"Box Office Collection: 'વીરે દી વેડિંગ' છવાઇ, બની ગઇ વર્ષની ત્રીજી સૌથી હિટ ફિલ્મ",entertainment
"સ્ટીલબર્ડે લોન્ચ કર્યુ નવું હેલ્મેટ, ઉઠાવી શકશો મ્યુઝિક અને કોલનો આનંદ",tech
"#MeToo પર બોલ્યા અસરાની: 'આને સીરિયસલી ન લો, આ ફક્ત પબ્લિસિટી સ્ટંટ છે'",entertainment
VIDEO: ગુજ્જુ ભાઇની શોધ: સાંકડા રસ્તામાં સડસડાટ ચાલશે આ કાર,tech
"PNBએ શરૂ કરી ખાસ ફિક્સ્ડ ડિપોઝિટ સ્કીમ, જાણો 111/222/333 દિવસનો પ્લાન",business
"સલમાન ખાને જમ્મુ-કાશ્મીરના CM સાથે કરી મુલાકાત, 1 કલાક ચાલી વાતચીત",entertainment
શું  શાહરૂખ ખાને ખરેખર રાકેશ શર્માની બાયોપિક છોડી?,entertainment
Samsungનો લેટેસ્ટ સ્માર્ટફોન Galaxy A6+ની કિંમતમાં થયો ઘટાડો,tech
જુવો આવી છે Jio સ્માર્ટ ફોનની ખાસિયતો...,business
આ ફિલ્મનુ શૂટિંગ પૂરુ થયા બાદ ખેતી કરવા પોતાના ગામ જાય છે આ બોલીવૂડ એક્ટર,entertainment
RBIએ આ બેંક પર લગાવ્યો 1 કરોડ રૂપિયાનો દંડ,business
"5 દિવસ સુધી બેંકો રહેશે બંધ, કેશની થઇ શકે છે મુશ્કેલી",business
જાણો કઇ તારીખથી શરૂ થશે 'ફેમિલી ટાઇમ વિથ કપિલ શર્મા'?,entertainment
આજથી જાણો કઈ વસ્તુઓ થશે મોંઘી અને કઈ થશે સસ્તી,business
#MeToo: 'તારા'ની લેખિકાએ લગાવ્યો 'સંસ્કારી બાબુ' પર રેપનો આરોપ,entertainment
નફો મેળવવા માંગો છો તો આ શેરોમાં સોદા કરો,business
"Hotness Alert: ટીવીની સંસ્કારી વહુએ છોડી શરમ, તસવીરોમાં બતાવ્યો બોલ્ડ અંદાજ",entertainment
નવી કાર ખરીદવાનું વિચારી રહ્યાં છો તો આ કાર મળશે તમારા બજેટમાં,tech
રીટા ભાદુરી જન્મે બંગાળી પરંતુ દિલથી હતાં ગુજરાતી,entertainment
ટ્રેનના મુસાફરો માટે ઉપયોગી સમાચારઃ કોઈ પરેશાની હોય તો આ રીતે કરી શકો છો ફરિયાદ,business
સોશિયલ મીડિયા ટ્રાયલ ન્યાયતંત્રનો વિકલ્પ બની શકશે નહીં: સ્વરા ભાસ્કર,entertainment
આ એક્ટર્સે નિભાવ્યો The Accidental Prime Ministerમાં સોનિયા ગાંધીનો રોલ,entertainment
બહેનને BFF બનાવી દીપિકાએ કરી ખાસ મસ્તી,entertainment
"આ એપની મદદથી જાણો તમારૂ PF બેલેન્સ, ઘરે બેઠા બનાવો નવું પાનકાર્ડ",tech
"Paytm પર અગામી મહિનાથી ખરીદી શકસો આ સ્કીમ, બેંક કરતા વધારે આપશે નફો",business
શુક્રવારે લોન્ચ થશે 125 રૂપિયાનો સિક્કો,business
'મેક્સિમ' મેગેઝિન માટે નેહા શર્માનું બોલ્ડ ફોટોશૂટ,entertainment
"સલમાનને સજા થવાથી બોલિવૂડની આ અભિનેત્રીને થઇ ખુશી, શેર કર્યો ફોટો",entertainment
13 કરોડના  ફ્લેટ બાદ આલિયાએ ખરીદી luxurious વેનિટી વેન,entertainment
મારી પાસેથી હંમેશા સાડી પહેરવાની અપેક્ષા ન રાખોઃ રાધિકા,entertainment
"છેવટે મેગી પરનો પ્રતિબંધ હટ્યો, મુંબઇ હાઇકોર્ટનો શરતોઆધીન ચુકાદો",business
"અફલાતૂન કેમેરા, જોરદાર બેટરી, આવો છે SONYનો નવો સ્માર્ટફોન",tech
'કોમોલિકા' હિના ખાનના આ બ્લેક એન્ડ વ્હાઇટ અવતારે લગાવી આગ,entertainment
"Oppo F9 Pro સ્માર્ટફોનની કિંમતમાં થયો ઘટાડો, હવે ખરીદો માત્ર આટલામાં",tech
"ફેસબુકે યૂજર્સને કર્યા એલર્ટ, કહ્યું - ફરી થઈ શકે છે ડેટા લીક",tech
BSNL આપી રહી છે 78 રુપિયામાં 20 GB ડેટા,tech
"આ કંપનીએ લોન્ચ કર્યો ધમાકેદાર પ્લાન, એક મહિના સુધી બધુ જ ફ્રી",tech
"ટ્રેડિશનલ ઠાઠમાં જોવા મળી એશ્વર્યા રાય બચ્ચન, જુઓ Pisc",entertainment
"'દિલબર' ગર્લ'ના હોટ ડાન્સે ફરી મચાવી ધૂમ, ચલકાતી કમરે કર્યા દિવાના",entertainment
"આગામી અઠવાડિયે 3 દિવસ બંધ રહેશે બેન્ક, ઝડપી પતાવી લો કામ",business
"30 હજારનું TV 20 હજાર રુપિયામાં લાવો ઘરે, અહીં શરુ થયો Sale",tech
"સોફિયા હયાતે પતિને ગણાવ્યો દગાબાજ, ગર્ભમાં જ ગુમાવ્યું બાળક",entertainment
"તમને ફોટો પાડવો અને પડાવવાનો છે શોખ, ખૂબ ઓછા ભાવમાં છે આ ગેજેટ",tech
"લગ્ન પહેલા રણવીર સિંહને મળ્યા Good News, જાણો શું છે",entertainment
વાઇબ્રન્ટ ગુજરાત સમિટઃપ્રવેશ માટે ઓનલાઇન રજીસ્ટ્રેશન ફરજિયાત,business
"અન્યને ટ્રાન્સફર કરી શકશો તમારી કન્ફર્મ ટ્રેન ટિકિટ, આ છે સુવિધા",business
"નિયા શર્મા બની એશિયાની બીજા નંબરની સૌથી સેક્સી વુમન, જુઓ હોટ Pics",entertainment
અનિલ કપૂરે દુઃખની ઘડીમાં સાથ આપવા બદલ મુંબઈ પોલીસનો માન્યો આભાર,entertainment
જો તમારો ફોન પાણીમાં પડી જાય તો તરત જ કરો આ સાત કામ,tech
આ ભોજપુરી અભિનેત્રીનો હોટ અંદાજ થઇ રહ્યો છે વાયરલ,entertainment
બોલિવૂડ ડાન્સર અભિજીત શિંદેએ કર્યો આપઘાત,entertainment
કરન્સી ઇફેક્ટઃશાકભાજીના જથ્થાબંધ ભાવ 50 ટકા ઘટ્યા,business
તો આ છે ક્રિકેટ વર્લ્ડની સૌથી રઈસ જોડી... જાણો કેટલી સંપત્તિ છે વિરૂષ્કા પાસે?,business
"PHOTOS: 'રેસ 3' માટે અનિલ કપૂર બન્યા કેદી, શરૂ કર્યુ શૂટિંગ",entertainment
"ટ્રેનમાં સીટ આપવા માટે ના નહીં પાડી શકે TTE, તમે પણ ચેક કરી શકો છો ખાલી સીટ",business
અલીબાબા સિંગલ ડે સેલ: 5 મિનિટમાં વેચાઈ ગયો 21 હજાર કરોડનો સામાન,business
"MS Dhoni આ શાનદાર કારમાં કરે છે સફર, જાણો તેની કિંમત અને ખાસિયતો",tech
"યુઝર્સ માટે મોંઘવારીનો ડોઝ, ઇન્ટરનેટ થયું વધુ મોંઘુ",business
આ વર્ષે 7.4 ટકા ગ્રોથ કરશે ભારતીય અર્થતંત્રઃ IMF,business
પોતાને વોટર બેબી કહેનારી દિશાએ શેર કરી બીચ લૂકની તસવીરો,entertainment
"બ્લૂ કલરનું આધારકાર્ડ આટલા વર્ષ બાદ થઇ જાય છે નકામુ, જાણો શા માટે",business
"તમે ફેસબુક નથી વાપરતા તો પણ તમને ટ્રેક કરી શકે fb, જાણો કઇ રીતે",tech
ગુજરાતનું ગૌરવ: ઉર્જિત પટેલે આરબીઆઇના ગવર્નરનો ચાર્જ સંભાળ્યો,business
Google I/O 2018: જો Gmail યુઝ કરી રહ્યા છો તો તમને ખુશ કરી દેશે ગૂગલનો આ નિર્ણય,tech
"આવી હતી તૈમૂરની કેક, જુઓ બર્થ ડે પાર્ટીના INSIDE PHOTOS",entertainment
"Lenovoનો આ ફોન આખો વળી જશે, જુઓ લીક થયેલો વીડિયો",tech
"શું છે સલમાન ખાનનો જોધપુર કાળિયાર કેસ, જાણો સમગ્ર મામલો",entertainment
"googleએ પૂરા કર્યા 20 વર્ષ, જુઓ અત્યાર સુધીની ઝલક",tech
આગામી વર્ષે અર્જુન કપૂર અને મલાઇકા અરોરા કરશે લગ્ન?,entertainment
"આકાશ અંબાણી અને શ્લોકાના લગ્ન આજે, આ VIP મહેમાન રહેશે ઉપસ્થિત",entertainment
"ડ્રાઇવિંગ લાઇસન્સ માટે જરૂરી છે આ ટ્રેનિંગ, આપવો પડશે 5 કિલોમીટરનો નવો ટેસ્ટ",business
આલોકનાથની દીકરીનો રોલ કરનારી એક્ટ્રેસે લગાવ્યો સતામણીનો આરોપ,entertainment
"આ સ્માર્ટફોનને ઘડિયાળની જેમ હાથ પર બાંધી શકાશે, જાણો કિંમત",tech
"બિગ બીએ ઉજવી હોળી, શેર કરી ખાસ તસવીરો",entertainment
"સજ્જડ બંધ : રાજ્યના સોની બજારો આજે પણ બંધ, ઝવેરીઓ મક્કમ!",business
બેંકોને બેડ લોનથી હમણાં કોઈ રાહત નહિ મળે : RBI,business
ICICI બેંક મહિલાઓના સેવિંગ એકાઉન્ટ પર આપી રહી છે આ ભેટ,business
"દિવાળી પાર્ટીમાં દારૂના નશામાં ધૂત થયો સંજય દત્ત, પત્રકારોને આપી મા-બહેનની ગાળો",entertainment
દીપિકા-રણવીરનાં લગ્ન અંગે અહીં વાંચો તમામ ખબર,entertainment
બજેટ 2016 રજુ કરતાં FM અરૂણ જેટલીએ શું કહ્યું? જોવો બજેટ સ્પીચ પાર્ટ-2,business
શાહરુખ ખાનની આ હૂ઼ડીની કિંમત તમારા હોંશ ઉડાવી દેશે,entertainment
B'Day: પહેલી ફિલ્મ માટે રિતિકને મળ્યા'તા ફક્ત 100 રૂ. આજે છે 2600 કરોડનો માલિક,entertainment
"GYMમાં પરસેવો પાડી રહ્યો છે હની સિંહ, સોશિયલ મીડિયા પર યૂઝર્સે આપી આ સલાહ",entertainment
"કરીના કપૂરને મળ્યો સ્પેશિયલ એવોર્ડ, ટ્રેડિશનલ ઠાઠમાં જોવા મળી",entertainment
"કેવી રીતે થઇ પ્રિયંકા સાથે પ્રથમ મુલાકાત, પ્રેમી નિકે સંબંધો અંગે કર્યા ખુલાસા",entertainment
Lakme Fashion Week 2019: રેમ્પ પર પડતાં-પડતાં બચી યામી ગૌતમ,entertainment
સાઉદી પ્રિન્સની ભાઈબંધી: ભારતમાં પાકિસ્તાન કરતાં 3 ગણું વધારે રોકાણ કરશે,business
"Nach Baliye Season 9: સ્પર્ધકોની લિસ્ટ થયું Leak, જાણો કોણ છે સુપર 7 જોડી",entertainment
"બોલિવૂડ સ્ટાર્સ સાથે PMની સેલ્ફી થઈ ટ્રોલ, યૂઝરે સ્ટાર્સના કપાળે લખ્યું 'જય શ્રી રામ'",entertainment
"દિવાળી પહેલા સોનું થયું સસ્તું, બજારમાં ખુશીનો માહોલ",business
"આજે રૂ. 2000ની નોટ મળી, 500ની નોટ લેવા કાલે પહોચી જજો એટીએમમાં!",business
